Key,Model,Variant,MRP,Offer Price,Display,Camera,Storage,Chipset,Colour,Image
84,Iphone 15 Pro Max,512GB,"1,79,900","1,52,458",17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,512GB,"A17 Pro Chip, 6 Core Processor Processor",Natural Titanium,https://www.imagineonline.store/cdn/shop/files/iPhone_15_Pro_Max_Natural_Titanium_PDP_Image_Position-1__en-IN_817ead95-bff3-4129-866d-3f87976e8be2_823x.jpg?v=1694759322
85,Iphone 15 Pro Max,1 TB,"1,99,900","1,69,407",17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,1 TB,"A17 Pro Chip, 6 Core Processor Processor",Natural Titanium,https://www.imagineonline.store/cdn/shop/files/iPhone_15_Pro_Max_Natural_Titanium_PDP_Image_Position-1__en-IN_817ead95-bff3-4129-866d-3f87976e8be2_823x.jpg?v=1694759323
86,Iphone 15 Pro Max,256GB,"1,59,900","1,35,508",17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,256GB,"A17 Pro Chip, 6 Core Processor Processor",Black Titanium,https://www.imagineonline.store/cdn/shop/files/iPhone_15_Pro_Max_Black_Titanium_PDP_Image_Position-1__en-IN_ad326452-186a-484a-99a4-82dc80c280fb_823x.jpg?v=1694759404
87,Iphone 15 Pro Max,512GB,"1,79,900","1,52,458",17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,512GB,"A17 Pro Chip, 6 Core Processor Processor",Black Titanium,https://www.imagineonline.store/cdn/shop/files/iPhone_15_Pro_Max_Black_Titanium_PDP_Image_Position-1__en-IN_ad326452-186a-484a-99a4-82dc80c280fb_823x.jpg?v=1694759405
88,Iphone 15 Pro Max,1 TB,"1,99,900","1,69,407",17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,1 TB,"A17 Pro Chip, 6 Core Processor Processor",Black Titanium,https://www.imagineonline.store/cdn/shop/files/iPhone_15_Pro_Max_Black_Titanium_PDP_Image_Position-1__en-IN_ad326452-186a-484a-99a4-82dc80c280fb_823x.jpg?v=1694759406
89,Iphone 15 Pro Max,256GB,"1,59,900","1,35,508",17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,256GB,"A17 Pro Chip, 6 Core Processor Processor", Blue Titanium,https://www.imagineonline.store/cdn/shop/files/iPhone_15_Pro_Max_Blue_Titanium_PDP_Image_Position-1__en-IN_823x.jpg?v=1694758834
90,Iphone 15 Pro Max,512GB,"1,79,900","1,52,458",17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,512GB,"A17 Pro Chip, 6 Core Processor Processor", Blue Titanium,https://www.imagineonline.store/cdn/shop/files/iPhone_15_Pro_Max_Blue_Titanium_PDP_Image_Position-1__en-IN_823x.jpg?v=1694758835
91,Iphone 15 Pro Max,1 TB,"1,99,900","1,69,407",17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,1 TB,"A17 Pro Chip, 6 Core Processor Processor", Blue Titanium,https://www.imagineonline.store/cdn/shop/files/iPhone_15_Pro_Max_Blue_Titanium_PDP_Image_Position-1__en-IN_823x.jpg?v=1694758836
92,Iphone 15 Pro Max,256GB,"1,59,900","1,35,508",17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,256GB,"A17 Pro Chip, 6 Core Processor Processor",White Titanium,https://www.imagineonline.store/cdn/shop/files/iPhone_15_Pro_Max_White_Titanium_PDP_Image_Position-1__en-IN_8c9cb43f-f014-4bc8-a2fe-4238d27afa40_823x.jpg?v=1694758916
93,Iphone 15 Pro Max,512GB,"1,79,900","1,52,458",17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,512GB,"A17 Pro Chip, 6 Core Processor Processor",White Titanium,https://www.imagineonline.store/cdn/shop/files/iPhone_15_Pro_Max_White_Titanium_PDP_Image_Position-1__en-IN_8c9cb43f-f014-4bc8-a2fe-4238d27afa40_823x.jpg?v=1694758917
94,Iphone 15 Pro Max,1 TB,"1,99,900","1,69,407",17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,1 TB,"A17 Pro Chip, 6 Core Processor Processor",White Titanium,https://www.imagineonline.store/cdn/shop/files/iPhone_15_Pro_Max_White_Titanium_PDP_Image_Position-1__en-IN_8c9cb43f-f014-4bc8-a2fe-4238d27afa40_823x.jpg?v=1694758918
